date,volume,avg_sentiment,isv,avg_score,avg_comments,sentiment_velocity,daily_return,intraday_return,volatility,abnormal_volume
2021-02-25,29,0.0041652095407761,0.0818279834566322,1036.0689655172414,102.89655172413794,0.1716907824758954,-0.08800879940274176,-0.23875114449673704,0.28925619429412375,1.9006155459847642
2021-02-26,35,-0.0930411248068724,0.0466045114376274,3526.6,183.68571428571428,-0.0972063343476485,-0.03377566948395938,-0.021978058830548916,0.16849810946587998,0.6469617060642887
2021-03-01,12,-0.1321867743196586,0.0865135331498132,874.0,162.91666666666666,-0.0833453511198361,0.1460674756618976,0.03611743377818904,0.11625285811676746,0.7602318173215674
2021-03-02,24,0.0760255041532218,0.0692225428580674,1162.125,73.125,0.2082122784728805,-0.027233114563084193,-0.022975912900028806,0.09737419449997459,0.4568029633022216
2021-03-03,23,-0.044934805077703,0.0732774169428917,777.0,120.43478260869566,-0.1209603092309249,-0.039193727663944355,-0.04134074802505237,0.07150839693719448,0.3693085171349154
2021-03-04,26,0.0144378559377331,0.0881251359921125,1337.3461538461538,96.34615384615384,0.0593726610154361,-0.0641025618225467,-0.026666629675662877,0.13212123061671402,0.5422684935111123
2021-03-05,25,0.0035804400220513,0.0700989580974262,2560.2,161.04,-0.0108574159156817,0.002490621925795855,-0.0037129089161746748,0.07920784226189632,0.4317593317636722
2021-03-08,4,-0.0324186028447002,0.0064731954173838,1268.0,93.75,0.1670600068289786,0.15403728603576283,0.08909728255823875,0.13716300303691034,0.8519592007511357
2021-03-09,10,0.0355087282136082,0.1000118133920547,225.0,95.7,0.0679273310583085,0.1302475594766317,0.11940294865515251,0.16524519718242728,1.1115140095726606
2021-03-10,30,0.0637268496056397,0.0259417954631345,692.2333333333333,43.5,0.0282181213920314,-0.06190476190476191,-0.10617057415833998,0.2686025344267784,1.8278726172826936
2021-03-11,52,-0.058634009400311,0.0531751275240738,750.9230769230769,72.26923076923077,-0.1223608590059507,0.043654853317338205,-0.03474175538255575,0.09107978355156983,0.6001789018455693
2021-03-12,16,0.2592540564364753,0.1431115463381192,229.0,52.25,0.3178880658367863,0.08560306576968335,0.09842519832859187,0.14370077454125074,0.7793809575065239
2021-03-15,6,-0.0642064101994037,0.0111023205104393,826.6666666666666,214.16666666666663,-0.0589555626114209,0.2580644786392332,0.15270928061325797,0.21674871293119702,1.8015086214795515
2021-03-16,35,0.0948462338585938,0.0552389299456656,1305.571428571429,186.68571428571428,0.1590526440579976,-0.07264955407165152,-0.04405286442319143,0.0939794104931401,0.8003224477156544
2021-03-17,20,-0.1129150151275098,0.0548378797770639,322.25,71.4,-0.2077612489861037,0.041474725667006496,0.02416927760233243,0.04984899099523958,0.48980557968562144
2021-03-18,13,0.0466408933011384,0.0456662035235547,1286.0,152.46153846153845,0.1595559084286483,0.03244833110940615,-0.023709860817279504,0.06764293836193806,0.7641150747812384
2021-03-19,6,0.0261754083136717,0.067854839724571,420.5,88.83333333333333,-0.0204654849874667,-0.004999978201729927,-0.014851421042237927,0.06364922481247552,0.9310718128166801
2021-03-22,5,-0.1282900281250476,0.0627617102690718,2613.6,267.6,-0.0948001163080334,-0.10337402161095788,-0.05019010246479919,0.10874521233736335,0.5536587062203261
2021-03-23,8,-0.0010272057261318,0.0254764390871876,781.625,120.625,0.1272628223989158,-0.14651723641465375,-0.06980802885269283,0.1361257095220504,0.5804741849906274
2021-03-24,8,0.0206360504962503,0.0557888605598551,243.375,93.5,0.0216632562223821,-0.15384617036237835,-0.1663585998861937,0.21072085088199893,0.5986899809741096
2021-03-25,15,-0.1313104942440986,0.1268752946080703,233.33333333333331,53.6,-0.151946544740349,0.2128603683728938,0.22098218068024397,0.26450889901619123,1.0843266893602581
2021-03-26,11,-0.1326043832708489,0.0914862277145729,333.09090909090907,45.45454545454545,-0.0012938890267502,-0.06398537387903169,-0.09139304082761941,0.1348713841103063,0.7149855757809641
2021-03-29,6,0.1134189961788555,0.0556688747298634,3382.1666666666665,292.1666666666667,-0.0091483256158729,0.01074217243876796,0.002907006401446628,0.06492245296869951,0.3301919544175591
2021-03-30,3,0.0772092677652835,0.0081873046989135,524.3333333333334,84.66666666666667,-0.0362097284135719,0.0,0.0038797432764202198,0.07371482625219197,0.3512138526977392
2021-03-31,3,0.3378359843045472,0.1553825236428245,552.3333333333334,106.0,0.2606267165392637,-0.013526584791100582,-0.01826924544114333,0.04038458604079027,0.27166988834299566
2021-04-01,2,0.0563997570425271,0.0007561907794744,202.0,162.0,-0.2814362272620201,-0.08325171525006891,-0.08504403047998958,0.10850438067440862,0.7056334255398389
2021-04-05,1,-0.9123287126421928,0.0,1634.0,170.0,-0.962935646995902,0.13354701072410857,0.05049503439723855,0.15148517873027537,0.8608690447754079
2021-04-06,4,-0.0230645975098014,0.008893585526358,1766.75,174.75,0.8892641151323915,-0.03864277599514887,-0.019230769230769232,0.04807692307692308,0.4076617126583925
2021-04-07,1,0.0897128880023956,0.0,755.0,259.0,0.112777485512197,-0.03431372549019607,-0.02184704086309896,0.03277063705825085,0.2823496591210346
2021-04-08,1,0.0117572583258152,0.0,340.0,34.0,-0.0779556296765804,-0.006091355067219251,-0.021977991825953464,0.050949036482149386,0.36878640817424085
2021-04-09,1,0.2621936704963445,0.0,91.0,217.0,0.2504364121705293,-0.037793713176385024,-0.01875003178914388,0.052083333333333336,0.3329798421229414
2021-04-12,3,-0.0925371771057446,0.2558632322883181,490.6666666666667,204.66666666666663,-0.2122953583796819,-0.08492569277253337,-0.08686445386750086,0.10381358997193692,0.6041469719622038
2021-04-13,7,0.0685021007167441,0.0151549137586424,184.28571428571428,56.42857142857143,0.1610392778224888,0.025522095771739917,0.02078525500546876,0.09353347132611829,0.601928821589913
2021-04-14,4,-0.038310447242111,0.0053014354608654,622.5,102.0,-0.1068125479588551,0.05769228943540328,0.03888888888888889,0.10111109415690105,0.7368434695639463
2021-04-15,4,-0.0296843093819916,0.0071417971954499,3131.25,321.25,0.0086261378601193,0.05882352941176472,0.0020242605472129004,0.06578947165208973,0.6666788107429055
2021-04-16,4,0.056661820039153,0.0159005367449813,347.5,89.5,0.0863461294211446,-0.05757572674992106,-0.06699996948242187,0.09400001525878907,0.6382689745542145
